First,Last,Height,Weight,Reach,Stance,Birth,SLpM,Str. Acc., SApM,Str. Def.,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,Wins,Losses,Draws, Last_3_W, Last_3_L, W_Streak, L_Streak, KOs, Subs, UFC_Fights, Fight_Time,
Matt,Lee,"5'11""",155lbs.,--,Orthodox,--,0,0,9.68,21,0,0,0,0,13,10,1,0,1,0,1,1,0,1.55,1,
Imani,Lee,--,--,--,Orthodox,--,0,0,0.94,33,0,0,0,0,2,3,0,0,1,0,1,0,1,4.27,1,
Vaughan,Lee,"5'6""",125lbs.,"66""",Orthodox,Oct15 1982,3.47,47,2.07,70,0.81,33,72,1,14,11,1,1,2,0,2,1,3,74.3,8,
Kevin,Lee,"5'9""",170lbs.,"77""",Orthodox,Sep04 1992,3.84,42,3.18,51,3.27,42,73,0.9,17,5,0,1,2,0,2,3,6,187.92,16,
Rocky,Lee,"5'9""",145lbs.,"68""",Orthodox,Apr08 1987,2.47,51,5.33,44,1,10,33,0,3,2,0,0,1,0,1,0,0,15,1,
Andrea,Lee,"5'6""",125lbs.,"69""",Orthodox,Feb11 1989,5.02,53,3.42,67,1.75,46,62,0.5,11,3,0,2,1,0,1,0,0,60,4,
Ricky,Legere Jr.,"5'8""",170lbs.,--,,--,1.07,41,1.53,60,5,41,0,0,14,4,0,1,0,1,0,0,0,15,1,
Sherron,Leggett,"5'8""",155lbs.,--,Southpaw,Oct27 1978,2.86,51,2.08,47,5.19,80,33,0,21,6,0,1,1,0,1,2,0,11.55,2,
Cheyden,Leialoha,"5'8""",135lbs.,"73""",Orthodox,Mar15 1994,1.87,28,3.2,53,2,33,71,0,6,0,0,0,0,0,0,0,0,0,0,
Thales,Leites,"6'1""",185lbs.,"78""",Orthodox,Sep06 1981,2.13,40,2.99,52,2.1,27,30,1.1,28,9,0,1,2,1,0,3,5,263.88,21,
Stefan,Leko,"6'2""",215lbs.,--,Orthodox,Jun03 1974,2.4,43,6.17,68,0,0,0,0,0,3,0,0,3,0,3,1,2,2.92,3,
Gabe,Lemley,"5'8""",155lbs.,--,Orthodox,--,0.82,35,6.03,45,0,0,0,0,13,9,0,0,1,0,1,1,0,7.3,1,
Amanda,Lemos,"5'4""",135lbs.,"65""",Southpaw,May22 1987,8.63,64,12.81,47,1.9,100,0,0,6,1,1,0,1,0,1,1,0,7.88,1,
Giacomo,Lemos,"6'3""",247lbs.,"75""",Orthodox,Jun23 1989,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,
Christophe,Leninger,"6'0""",200lbs.,--,Southpaw,--,0,0,0,0,0,0,0,0,3,4,0,0,2,0,2,1,0,12.82,2,
Jesse,Lennox,"5'9""",170lbs.,"72""",Orthodox,Mar10 1982,2.69,32,3.2,64,1.22,66,63,0.3,15,3,0,1,2,0,2,2,1,49.03,4,
Jean Francois,Lenogue,"6'0""",185lbs.,--,Orthodox,Nov29 1972,1.13,34,0.27,60,0,0,33,0,15,14,3,0,1,0,1,0,0,10,1,
Nik,Lentz,"5'8""",155lbs.,"68""",Orthodox,Aug13 1984,3.47,50,3.09,49,3.59,34,44,1.3,30,10,2 (1 NC),2,1,0,1,5,3,283.98,23,
Alberta Cerra,Leon,"5'8""",238lbs.,--,,--,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,9.85,1,
Anthony,Leone,"5'6""",135lbs.,--,Orthodox,May27 1987,1.94,53,2.52,56,1.72,18,0,0,9,5,0,0,2,0,2,1,1,17.48,2,
Chad,Leonhardt,"6'0""",170lbs.,--,,Feb19 1980,0,0,0,0,0,0,0,0,8,3,0,0,1,0,1,1,0,11.5,1,
Kimo,Leopoldo,"6'3""",235lbs.,--,Orthodox,Jan05 1968,0.76,83,2.12,30,4.55,100,0,2.3,10,7,1,1,2,0,2,3,4,37.72,9,
Michael,Lerma,--,--,--,,--,0,0,6.47,45,0,0,0,0,0,1,0,0,1,0,1,1,0,2.78,1,
Lukasz,Les,--,170lbs.,--,,Nov05 1981,0,0,0,0,0,0,0,0,7,3,0,0,1,0,1,1,0,7.5,1,
Brock,Lesnar,"6'3""",265lbs.,"81""",Orthodox,Jul12 1977,3.53,72,2.11,50,3.9,55,60,0.5,5,3,0 (1 NC),0,2,0,2,5,2,61.52,9,
Frank,Lester,"5'11""",170lbs.,--,Orthodox,Jun10 1984,2.18,36,3.82,53,0,0,0,0,6,6,0 (1 NC),0,1,0,1,0,1,3.67,1,
Valerie,Letourneau,"5'7""",115lbs.,"68""",Orthodox,Apr29 1983,4.51,37,5.4,58,0.77,45,66,0.3,8,6,0,0,3,0,3,1,0,97.73,6,
Leah,Letson,"5'7""",145lbs.,"71""",,Aug21 1992,4.87,40,3.8,63,0,0,100,0,5,2,0,1,0,1,0,0,0,15,1,
Justin,Levens,"5'11""",185lbs.,--,Orthodox,Apr18 1980,0.37,20,3.49,40,0,0,33,2.8,9,8,0,1,2,1,0,2,1,6.92,3,
Marcus,LeVesseur,"5'9""",155lbs.,"70""",Southpaw,Jul17 1982,2.55,64,3.7,37,3.89,36,83,0.6,22,7,0,1,2,0,1,1,1,27.02,3,
David,Levicki,"6'5""",275lbs.,--,,--,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,1,0,1.22,1,
Kyle,Levinton,--,--,--,,--,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,1,2.03,1,
John,Lewis,"6'0""",155lbs.,--,Southpaw,--,0,0,4,66,0,0,0,0,3,4,3,1,1,0,1,2,0,10.47,2,
Derrick,Lewis,"6'3""",260lbs.,"79""",Orthodox,Feb07 1985,2.69,50,2.38,44,0.47,23,53,0,21,7,0 (1 NC),1,2,0,2,14,1,158.57,18,
Bevon,Lewis,"6'3""",185lbs.,"79""",Orthodox,May05 1991,4.71,45,2.79,58,0,0,100,0,6,2,0,0,2,0,2,1,0,26.53,2,
Chi,Lewis-Parry,"6'9""",243lbs.,--,,Aug10 1983,0,0,0,0,0,0,0,0,7,0,1 (2 NC),0,0,0,0,0,0,0,0,
Jingliang,Li,"6'0""",170lbs.,"71""",Orthodox,Mar20 1988,4.9,43,3.55,61,1.24,36,63,0,17,5,0,3,0,3,0,6,1,133.13,12,
Jess,Liaudin,"5'9""",170lbs.,"72""",Orthodox,--,2.46,51,2.76,41,3.28,53,30,1.6,19,11,0,0,3,0,3,2,1,36.58,5,
Chuck,Liddell,"6'2""",205lbs.,"76""",Orthodox,Dec17 1969,2.97,35,2.71,56,0.44,75,81,0,21,8,0,0,3,0,3,18,1,201.15,26,
Sam,Liera,--,--,--,,--,0.82,60,7.36,51,0,0,66,0,4,3,0,0,1,0,1,1,0,3.67,1,
Zach,Light,"5'8""",170lbs.,--,Orthodox,Feb06 1974,0.81,33,1.9,48,1.36,100,0,0,8,11,0,0,2,0,2,0,2,11.05,2,
Scott,Lighty,"6'2""",205lbs.,--,,Oct15 1978,2.91,21,4.24,49,0,0,0,0,6,2,0,1,2,0,2,3,0,15.33,3,
Chris,Liguori,"5'9""",185lbs.,--,Orthodox,--,0.29,33,1.44,0,0,0,50,0,13,9,0,0,1,0,1,0,1,3.48,1,
Donnie,Liles,"5'9""",170lbs.,--,Orthodox,--,2.25,41,1.75,65,2.5,28,0,1.2,13,5,0,1,0,1,0,0,1,11.98,1,
Jae Suk,Lim,"5'9""",170lbs.,--,Orthodox,Nov09 1979,2.43,50,4.05,37,12.16,100,100,0,15,5,0,0,1,0,1,0,1,1.23,1,
Hyun Gyu,Lim,"6'3""",170lbs.,"77""",Orthodox,Jan16 1985,4.45,41,5.07,51,0.23,100,73,0.2,13,7,1,0,3,0,3,5,0,64.3,7,
Juliana,Lima,"5'5""",115lbs.,"65""",Orthodox,Mar15 1982,1.94,44,2.11,55,1.72,31,70,0,9,5,0,1,2,0,2,0,1,95.88,7,
Dhiego,Lima,"6'2""",170lbs.,"74""",Orthodox,Jan31 1989,3.02,43,3.32,60,1.57,50,66,1.1,16,7,0,2,1,2,0,4,1,57.22,9,
Douglas,Lima,"6'1""",170lbs.,--,,Jan05 1988,1.92,36,2.84,60,0.6,100,46,0,29,6,0,0,0,0,0,0,0,0,0,
Mabelly,Lima,"5'2""",135lbs.,--,Orthodox,Jan25 1994,3.07,63,5.67,44,0,0,100,0,7,1,0,0,0,0,0,0,0,0,0,
Miguel,Linares,--,--,--,,--,6.51,50,8.84,36,0,0,0,0,2,4,0,0,2,0,2,1,0,15.15,2,
Matt,Lindland,"6'0""",185lbs.,"74""",Southpaw,May17 1970,2.62,50,1.56,52,3.01,48,60,1.3,22,9,0,1,2,0,1,8,4,169.35,19,
Jake,Lindsey,"5'11""",155lbs.,"71""",Switch,Jun21 1986,3.44,52,4.01,46,0.65,33,50,0,9,3,0,0,3,0,3,2,1,22.93,3,
John,Lineker,"5'3""",135lbs.,"67""",Orthodox,Jun12 1990,5.36,40,4.27,56,0.56,58,67,0.6,31,9,0,2,1,0,1,6,2,188.33,16,
Lucio,Linhares,"6'2""",185lbs.,--,Orthodox,Dec08 1973,0.99,22,3.47,34,1.86,50,50,1.9,15,7,0,0,2,0,2,1,1,16.13,2,
Philipe,Lins,"6'2""",205lbs.,--,,Aug17 1985,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,
Ariane,Lipski,"5'3""",125lbs.,"67""",Orthodox,Jan26 1994,4.03,28,6.43,49,0.5,100,40,0,11,5,0,0,2,0,2,0,0,30,3,
Dean,Lister,"6'1""",185lbs.,"75""",Orthodox,Feb13 1976,1.26,35,1.89,61,1.58,15,50,1.1,11,7,0,2,1,0,1,0,3,94.42,9,
Wesley,Little,"6'4""",205lbs.,--,,--,0,0,0,0,0,0,0,0,4,6,0,0,1,0,1,0,0,15,1,
Abner,Lloveras,"5'11""",155lbs.,"71""",,Sep04 1982,6.27,49,6.87,43,2,20,0,0,19,8,1,0,1,0,1,0,0,15,1,
Brian,Lo-A-Njoe,"5'7""",155lbs.,--,Orthodox,--,3.87,42,0,0,0,0,66,0,6,9,3,0,1,0,1,0,1,1.55,1,
John,Lober,"5'11""",199lbs.,--,Orthodox,Feb26 1968,0,0,0,0,0,0,0,0,5,9,4,0,1,0,1,0,1,7.67,1,
Artem,Lobov,"5'9""",145lbs.,"65""",Southpaw,Aug11 1986,3.52,41,4.82,50,0.39,25,52,0,14,15,1 (1 NC),0,3,0,3,0,0,115,7,
Dylan,Lockard,"5'9""",145lbs.,"72""",Orthodox,May19 1992,1.31,53,3.31,52,2.31,40,28,1.2,6,1,0,0,0,0,0,0,0,0,0,
Sean,Loeffler,"6'3""",185lbs.,--,Orthodox,May23 1982,0,0,0,0,0,0,0,0,25,5,0,0,0,0,0,0,0,0,0,
Christian,Lohsen,"6'2""",155lbs.,"77""",Southpaw,Jan24 1995,5.27,49,6.93,44,0,0,0,2,7,1,0,0,0,0,0,0,0,0,0,
David,Loiseau,"6'0""",185lbs.,"76""",Orthodox,Dec17 1979,1.59,44,3.64,43,0.43,42,36,0.1,20,10,0,0,3,0,4,5,0,104.45,9,
Hector,Lombard,"5'9""",185lbs.,"71""",Southpaw,Feb02 1978,3.02,46,3.35,53,1.69,48,77,0.5,34,10,1 (2 NC),0,3,0,6,5,0,150.2,14,
Michael,Lombardo,"6'0""",185lbs.,"72""",Orthodox,Apr03 1990,1.6,58,4.53,32,1,10,60,0,8,1,0,0,0,0,0,0,0,0,0,
Rocky,Long,--,145lbs.,--,,Feb18 1978,0,0,0,0,0,0,0,0,19,27,1,0,1,0,1,0,0,13,1,
Thomas,Longacre,"5'9""",145lbs.,--,Orthodox,--,0,0,0,0,0,0,0,0,6,1,0,1,0,1,0,0,0,15,1,
Loma,Lookboonme,"5'1""",115lbs.,--,,Jan18 1996,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,
Lucas,Lopes,"6'2""",185lbs.,--,,Oct05 1979,0,0,0,0,0,0,0,0,19,13,0,2,1,0,1,1,1,11.25,3,
Dileno,Lopes,"5'5""",135lbs.,"65""",,Sep26 1984,2.37,36,3.33,53,2.5,31,100,1.5,19,3,0,0,2,0,2,0,0,30,2,
Ivan,Lopez,"5'6""",135lbs.,--,Southpaw,--,0.9,26,2.24,65,0,0,30,0,8,1,1,0,1,0,1,0,0,13.4,1,
Steve,Lopez,"5'11""",155lbs.,--,Orthodox,Jul30 1984,1.39,24,2.69,62,0,0,37,0,12,6,1,0,2,0,2,1,0,20.8,2,
Federico,Lopez,"5'4""",139lbs.,--,Orthodox,--,1.78,23,5.35,30,0,0,0,0,5,5,0,0,1,0,1,1,0,1.68,1,
Jorge,Lopez,"5'10""",170lbs.,--,Orthodox,Nov21 1988,2.47,59,2.57,50,3.5,41,81,0,11,3,0,0,2,0,2,0,0,30,2,
Christopher,Lopez,"5'10""",170lbs.,--,,Jan30 1986,0,0,0,0,0,0,0,0,9,1,0 (1 NC),0,0,0,0,0,0,0,0,
Matthew,Lopez,"5'7""",135lbs.,"69""",Southpaw,Jan21 1987,3.13,50,3.73,55,3.32,60,71,1.3,10,4,0,0,3,0,3,3,1,67.8,6,
Benito,Lopez,"5'10""",135lbs.,"73""",Switch,Apr06 1994,4.49,44,4.8,58,0,0,78,0.3,10,1,0,2,1,1,0,0,1,33.15,3,
Brendan,Loughnane,"5'10""",145lbs.,"70""",Switch,Dec05 1989,6.23,63,6.7,53,1.5,30,92,0,16,4,0,0,1,0,1,0,0,15,1,
Nate,Loughran,"6'2""",185lbs.,--,Orthodox,Jul28 1980,1.81,40,4.11,59,0,0,0,2.1,9,1,0,1,1,0,1,1,1,14.35,2,
Rashard,Lovelace,--,155lbs.,--,,--,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,
Ian,Loveland,"5'8""",145lbs.,--,Orthodox,Sep07 1983,2.71,40,2.36,64,1,37,69,0.3,14,9,0,1,2,0,2,0,0,45,3,
Jakob,Lovstad,"6'3""",205lbs.,--,Orthodox,--,0,0,9.43,35,0,0,0,0,11,4,0,0,1,0,1,1,0,1.17,1,
Waylon,Lowe,"5'7""",145lbs.,--,Southpaw,Oct31 1980,1.88,55,2.4,53,4.47,55,83,0.3,11,5,0 (2 NC),2,1,0,1,1,1,45.87,4,
Brandon,Lowe,--,155lbs.,--,,--,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,
Joe,Lowry,"5'10""",155lbs.,"72""",Orthodox,Dec12 1989,5.93,42,11.86,38,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,
Robert,Lucarelli,"6'2""",245lbs.,--,,--,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,2.83,1,
Matt,Lucas,"6'1""",205lbs.,--,,--,1.27,48,3.93,40,1,10,0,0,14,2,0,0,1,0,1,0,0,15,1,
Cleber,Luciano,"5'6""",155lbs.,--,,--,0,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,
Duane,Ludwig,"5'10""",170lbs.,"70""",Orthodox,Aug04 1978,4.61,44,3.04,57,0.43,25,59,0.1,29,14,0,0,3,0,3,8,5,108.9,17,
Mike,Lullo,"5'8""",145lbs.,--,Orthodox,Jul24 1979,2.48,36,4.84,40,1.18,11,0,0.6,8,3,0,0,2,0,2,1,0,25.43,2,
Dalcha,Lungiambula,"5'8""",205lbs.,"76""",Orthodox,Jul31 1987,2.99,74,1.22,56,5.61,66,0,0,10,1,0,1,0,1,0,1,0,10.7,2,
Alexandru,Lungu,"6'0""",385lbs.,--,Orthodox,Sep03 1974,3.61,66,7.22,40,0,0,0,0,8,2,0,0,1,0,1,1,0,2.22,1,
Vicente,Luque,"5'11""",170lbs.,"75""",Orthodox,Nov27 1991,5.19,55,4.72,53,0.95,50,64,1.1,17,6,1,3,0,6,0,6,3,94.43,13,
Thaddeus,Luster,"6'3""",210lbs.,--,,--,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4.87,1,
Travis,Lutter,"5'11""",185lbs.,"75""",Orthodox,May12 1973,0.41,32,2.42,42,1.95,24,30,0.7,10,6,0,1,2,0,2,2,3,46.27,6,
Zhenhong,Lv,"5'8""",145lbs.,"67""",Switch,Jun25 1993,0,0,0,0,0,0,0,0,18,6,0,0,0,0,0,0,0,0,0,
Stevie,Lynch,"5'10""",170lbs.,--,Orthodox,--,2.47,25,7.06,41,0,0,0,0,5,2,0,0,1,0,1,0,1,2.83,1,
Adam,Lynn,"5'10""",155lbs.,--,Orthodox,--,1.47,63,6.95,10,0,0,50,0,17,8,0 (1 NC),0,2,0,2,1,0,19.75,2,
Chris,Lytle,"5'11""",170lbs.,"68""",Orthodox,Aug18 1974,3.76,45,3.03,58,0.7,55,55,2.4,31,18,5,2,1,1,0,4,6,234.82,22,
Dong Hyun,Ma,"5'11""",155lbs.,"70""",Orthodox,Sep09 1988,3.25,43,4.53,53,1.55,53,37,0,16,10,3,1,2,0,2,5,0,67.7,7,
William,Patolino,"5'11""",170lbs.,"75""",Orthodox,Jul01 1991,4.92,54,3.96,65,1.85,45,78,0,8,3,0,1,2,0,2,2,1,40.62,4,
Jason,MacDonald,"6'3""",185lbs.,"80""",Orthodox,Jun03 1975,1.55,52,2.7,46,1.43,16,35,2,26,16,0,1,2,0,2,8,5,83.73,14,
Rob,MacDonald,"6'3""",205lbs.,"78""",Orthodox,Sep05 1978,1.8,50,2.04,46,7.19,80,80,5.4,5,4,0,1,2,0,1,0,3,8.35,3,
Rory,MacDonald,"6'0""",170lbs.,"76""",Orthodox,Jul22 1989,3.75,42,2.8,62,1.77,47,88,0.4,18,4,0,1,2,0,2,5,1,178.03,13,
Ryan,MacDonald,"5'11""",135lbs.,"71""",Switch,Mar18 1993,2.28,29,6.49,45,0,0,0,0,10,2,0,0,2,0,2,1,0,19.72,2,
Veronica,Macedo,"5'4""",125lbs.,"64""",Southpaw,Oct30 1995,1.9,45,3.61,38,0.8,100,46,0.8,6,3,1,1,2,1,0,1,2,37.37,4,
Clayton,MacFarlane,--,170lbs.,--,,--,1.33,52,1.82,55,1.05,33,37,0,4,1,0,0,0,0,0,0,0,0,0,
Ilima,Macfarlane,"5'4""",125lbs.,--,,--,4.13,43,2.93,65,0,0,50,1,6,0,0,0,0,0,0,0,0,0,0,
Lyoto,Machida,"6'1""",185lbs.,"74""",Southpaw,May30 1978,2.59,53,1.57,61,1.21,65,75,0.4,24,8,0,2,1,2,0,13,4,371.63,32,
Jon,Koppenhaver,"5'11""",170lbs.,--,Orthodox,Nov30 1981,2.32,60,3.17,43,1.16,50,40,0,11,4,0,1,1,0,1,1,1,12.95,2,
Anthony,Macias,"5'9""",185lbs.,--,Switch,--,0,0,0,0,0,0,0,0,26,16,0,1,2,0,1,1,3,12.5,4,
Reza,Madadi,"5'11""",155lbs.,"72""",Orthodox,Jun20 1978,2.51,46,3.31,66,3.17,33,89,0.5,14,6,0,1,2,0,2,1,2,89.95,7,
Don,Madge,"6'0""",155lbs.,"72""",Southpaw,Nov12 1990,2.08,52,0.74,67,2.22,25,80,0.7,9,3,1,2,0,2,0,1,0,20.23,2,
Ryan,Madigan,"6'0""",170lbs.,--,Orthodox,--,0,0,3.35,47,0,0,0,0,5,3,0,0,1,0,1,1,0,3.58,1,
Jon,Madsen,"6'0""",240lbs.,"72""",Orthodox,Feb12 1980,2.46,41,1.18,81,1.32,71,70,0,7,1,0,2,1,0,1,2,0,56.8,5,
Mark,Madsen,"5'8""",155lbs.,"72""",Orthodox,Sep23 1984,18.33,75,0,100,12.5,50,0,0,9,0,0,1,0,1,0,1,0,1.2,1,
Yoshiro,Maeda,"5'7""",139lbs.,"68""",Southpaw,Oct31 1981,2.36,33,2.55,63,2.93,51,50,0.7,28,12,2,0,3,0,4,6,4,72.03,12,
Leonardo,Mafra,"5'10""",155lbs.,"70""",Orthodox,Apr25 1989,4.55,48,4.38,43,2.12,83,69,0.4,12,3,0,1,2,0,1,2,1,35.38,4,
Vinny,Magalhaes,"6'3""",205lbs.,"79""",Orthodox,Jul02 1984,2.14,24,3.97,68,1.55,44,66,0.8,11,7,0 (1 NC),1,2,0,2,2,1,38.77,5,
Vinicius,Magalhaes,--,145lbs.,--,,Jul30 1971,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,13,1,
Caio,Magalhaes,"6'1""",185lbs.,"73""",Orthodox,Dec14 1987,2.27,40,2.78,56,1.05,15,58,1.6,9,3,0,1,2,0,2,2,2,56.93,7,
Bernardo,Magalhaes,"5'9""",155lbs.,"65""",Orthodox,Apr08 1981,1.8,27,3.37,68,0,0,0,0.5,11,3,0,0,2,0,2,0,0,30,2,
Eric,Magana,--,--,--,,--,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,8,1,
Brandon,Magana,--,170lbs.,--,Orthodox,--,0,0,0,0,0,0,0,0,6,2,0,1,0,1,0,0,0,13,1,
Angela,Magana,"5'1""",115lbs.,"65""",,Aug02 1983,1.53,28,4.92,42,0.4,25,28,0.4,11,9,0,0,3,0,3,1,1,37.2,3,
Neil,Magny,"6'3""",170lbs.,"80""",Orthodox,Aug03 1987,3.86,46,2.22,56,2.62,46,60,0.3,21,8,0,2,1,0,1,7,4,234.8,20,
Ibragim,Magomedov,"6'0""",250lbs.,--,Orthodox,--,0.26,4,3.86,42,0,0,0,0,22,7,1,0,1,0,1,1,0,3.88,1,
Rashid,Magomedov,"5'9""",155lbs.,"70""",Orthodox,Nov29 1984,4.4,49,3.05,54,0.67,57,89,0.2,20,2,0,2,1,1,0,1,0,89.95,6,
Ruslan,Magomedov,"6'3""",242lbs.,"78""",Orthodox,Nov26 1986,4.02,47,1.47,66,0.33,100,88,0,14,1,0,3,0,3,0,0,0,45,3,
Zabit,Magomedsharipov,"6'1""",145lbs.,"73""",Orthodox,Mar01 1991,4.53,53,2.44,66,6.23,59,77,1,17,1,0,3,0,5,0,0,3,62.63,6,
John,Maguire,"5'9""",155lbs.,"69""",Southpaw,May19 1983,1.41,41,2.44,65,2.8,46,77,1.1,18,6,0,0,3,0,3,0,1,69.67,5,
Lolohea,Mahe,--,--,--,,--,1.71,29,6.92,40,2.44,40,0,0,5,2,1,0,2,0,2,2,0,12.28,2,
Michelle,Maher,--,145lbs.,--,,--,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,13,1,
Bill,Mahood,"6'3""",200lbs.,--,Orthodox,Feb01 1967,1.54,85,3.59,17,0,0,0,3.9,20,7,1 (1 NC),0,3,0,3,1,2,3.9,3,
Klayton,Mai,"5'9""",125lbs.,--,,Nov30 1986,1.53,42,1.02,63,3.83,100,0,7.7,8,3,0,0,0,0,0,0,0,0,0,
Demian,Maia,"6'1""",170lbs.,"72""",Southpaw,Nov06 1977,1.71,42,1.92,64,2.58,25,65,1,27,9,0,2,1,2,0,2,10,378.2,31,
Jennifer,Maia,"5'4""",125lbs.,"64""",Orthodox,Oct06 1988,4.11,45,3.42,50,0,0,73,0,17,5,1,2,1,2,0,0,0,45,4,
Levan,Makashvili,"5'8""",145lbs.,"68""",Orthodox,Jan07 1989,2.87,54,2.07,61,3.67,42,85,0,10,2,1,1,1,0,1,0,0,45,3,
John,Makdessi,"5'8""",155lbs.,"68""",Orthodox,May03 1985,5.43,50,3.77,70,0,0,87,0,17,6,0,3,0,3,0,5,1,182.72,16,
Islam,Makhachev,"5'10""",155lbs.,"70""",Orthodox,Oct27 1991,2.1,56,0.76,72,3.4,68,93,0.8,18,1,0,3,0,6,0,2,2,75.07,8,
Aliev,Makhmud,"5'6""",195lbs.,--,Southpaw,Feb13 1970,1.12,30,2.24,36,2.1,50,0,0,0,1,0,0,1,0,1,1,0,7.15,1,
Zach,Makovsky,"5'4""",125lbs.,"64""",Southpaw,Apr19 1983,1.94,43,2.24,62,3.71,30,56,0.3,19,8,0,0,3,0,3,0,0,105,7,
Jeremy,Malaterre,"5'11""",155lbs.,--,,--,0,0,0,0,0,0,0,0,4,2,0,0,1,0,1,0,0,15,1,
Fabio,Maldonado,"6'1""",205lbs.,"75""",Orthodox,Mar17 1980,5.29,58,4.31,53,0.44,57,61,0.6,22,9,0,1,2,0,2,4,0,135.48,11,
Marvin,Maldonado,"5'6""",135lbs.,--,,--,0.87,56,3.47,43,0,0,20,0,2,4,0 (1 NC),0,0,0,0,0,0,0,0,
Bea,Malecki,"5'9""",135lbs.,"74""",Orthodox,Aug23 1991,2.72,26,6.01,60,0,0,40,4.3,3,0,0,1,0,1,0,0,1,6.98,1,
Nazareno,Malegarie,"5'8""",155lbs.,"70""",,May16 1986,3.87,34,3.27,69,1,33,0,0,28,5,0,0,1,0,1,0,0,15,1,
Carl,Malenko,"5'11""",200lbs.,--,Orthodox,--,0,0,0,0,0,0,0,0,6,4,0,1,2,0,2,0,1,30.27,3,
Mike,Malott,"6'0""",145lbs.,--,,--,4.53,36,4.53,51,2,33,0,0,5,1,1,0,0,0,0,0,0,0,0,
Troy,Mandaloniz,"5'9""",170lbs.,--,Orthodox,Feb01 1980,3.52,56,4.71,63,3.1,66,57,0,3,2,0,1,1,0,1,1,0,19.33,2,
Michael,Mangan,--,155lbs.,--,,--,1.94,33,4.52,46,19.35,50,100,0,0,3,0,0,0,0,0,0,0,0,0,
Melvin,Manhoef,"5'9""",185lbs.,--,Orthodox,May11 1976,3.52,48,2.64,51,0.33,25,78,0,25,9,1 (1 NC),1,2,1,0,6,5,29.48,11,
Melchor,Manibusan,"5'5""",154lbs.,--,Southpaw,Dec27 1976,1.58,54,5.79,15,0,0,0,0,2,4,0,0,1,0,1,1,0,3.8,1,
Jon,Manley,"6'1""",170lbs.,"75""",Orthodox,Jul07 1986,1.13,20,4.33,45,1,7,20,0,7,3,0,0,1,0,1,0,0,15,1,
Steve,Mann,"6'1""",170lbs.,--,,--,3.18,70,0.66,57,1.64,100,60,0,12,5,0,0,0,0,0,0,0,0,0,
Chris,Manuel,"5'9""",135lbs.,--,Orthodox,Jul21 1987,2.53,40,2.67,66,1,20,100,0,8,3,2,0,0,0,0,0,0,15,1,
Jimi,Manuwa,"6'1""",205lbs.,"79""",Orthodox,Feb18 1980,3.43,54,3.97,49,0.53,18,70,0.4,17,6,0,0,3,0,4,10,0,84.33,12,
Cristiano,Marcello,"5'9""",155lbs.,"72""",Orthodox,Dec03 1977,2.56,33,3.61,58,0.44,11,20,0.9,13,6,0,1,2,0,2,1,0,62.88,5,
Jose,Maria,"5'5""",125lbs.,--,Orthodox,Jan04 1982,3.2,53,3.98,52,2.32,27,33,2.3,33,5,0 (2 NC),0,2,0,2,2,0,19.37,2,
Marcos,Mariano,"6'1""",155lbs.,"76""",Switch,Oct12 1986,0.25,27,2.11,43,0,0,28,0,6,6,0,0,2,0,2,0,1,19.92,2,
Enrique,Marin,"5'10""",170lbs.,"74""",,Sep02 1986,1.43,33,3,50,2.5,38,60,1,9,4,0,0,2,0,2,0,0,30,2,
Ronny,Markes,"6'1""",185lbs.,"75""",Orthodox,Apr21 1988,2.17,53,2.43,45,3.13,40,100,0.5,14,3,0,1,2,0,2,2,0,57.53,5,
Rory,Markham,"6'0""",170lbs.,"71""",Orthodox,Mar25 1982,1.98,21,10.27,45,0,0,0,0,16,6,0,1,2,0,2,3,0,5.55,3,
Randa,Markos,"5'4""",115lbs.,"63""",Orthodox,Aug10 1985,2.8,39,3.13,61,1.51,28,55,0.3,9,8,1,1,1,0,1,0,2,158.97,12,
Christina,Marks,"5'7""",125lbs.,"69""",Orthodox,Nov08 1985,5,58,3,64,7.5,100,0,0,8,9,0,0,1,0,1,0,1,2,1,
Nate,Marquardt,"6'0""",185lbs.,"74""",Orthodox,Apr20 1979,2.71,49,2.32,55,1.87,51,70,0.8,38,19,2,0,3,0,3,12,3,280.9,27,
Julian,Marquez,"6'2""",185lbs.,"75""",Orthodox,May08 1990,3.8,40,3.33,53,0,0,52,3,7,2,0,1,1,0,1,0,1,22.7,2,
